,index,rtime,secs,time_x,event,MW,mw_label,time_y,frame,uuid,participant_id,test_fold_num
1004,20,1625038322.9,846725.0,1625038322.920043,probe,n,MW,1625038322.853273,43203,p05043203,p5,5
1005,21,1625038362.8,886654.0,1625038362.776496,probe,n,MW,1625038362.773507,44403,p05044403,p5,5
1006,22,1625038402.4,926219.0,1625038402.35009,probe,y,NonMW,1625038402.373484,45594,p05045594,p5,5
1007,23,1625038442.4,966211.0,1625038442.388145,probe,y,NonMW,1625038442.374082,46797,p05046797,p5,5
1008,24,1625038482.2,1006125.0,1625038482.244683,probe,y,NonMW,1625038482.181854,47994,p05047994,p5,5
1009,25,1625038522.4,1046125.0,1625038522.422488,probe,y,NonMW,1625038522.357367,49202,p05049202,p5,5
1010,26,1625038562.5,1086301.0,1625038562.489993,probe,y,NonMW,1625038562.469928,50408,p05050408,p5,5
1011,27,1625038602.3,1126132.0,1625038602.316084,probe,y,NonMW,1625038602.277859,51605,p05051605,p5,5
1012,28,1625038642.7,1166425.0,1625038642.746629,probe,n,MW,1625038642.677911,52820,p05052820,p5,5
1013,29,1625038682.5,1206332.0,1625038682.452276,probe,y,NonMW,1625038682.453388,54016,p05054016,p5,5
1014,30,1625038722.9,1246589.0,1625038722.90233,probe,n,MW,1625038722.853711,55231,p05055231,p5,5
1015,31,1625038762.7,1286355.0,1625038762.718306,probe,n,MW,1625038762.662299,56428,p05056428,p5,5
1016,32,1625038802.4,1326201.0,1625038802.373467,probe,y,NonMW,1625038802.374465,57622,p05057622,p5,5
1017,33,1625038842.2,1366051.0,1625038842.239503,probe,y,NonMW,1625038842.150081,58818,p05058818,p5,5
1018,34,1625038882.6,1406414.0,1625038882.569349,probe,n,MW,1625038882.582713,60034,p05060034,p5,5
1019,35,1625038962.4,1486187.0,1625038962.35254,probe,y,NonMW,1625038962.357481,62433,p05062433,p5,5
1020,36,1625039002.4,1526256.0,1625039002.429682,probe,y,NonMW,1625039002.374247,63636,p05063636,p5,5
1021,37,1625039042.7,1566468.0,1625039042.739548,probe,n,MW,1625039042.678757,64848,p05064848,p5,5
1022,38,1625039082.8,1606500.0,1625039082.787572,probe,n,MW,1625039082.757399,66053,p05066053,p5,5
1023,39,1625039122.4,1646268.0,1625039122.417222,probe,y,NonMW,1625039122.357679,67244,p05067244,p5,5
1024,40,1625039163.0,1686882.0,1625039163.048449,probe,n,MW,1625039162.965378,68465,p05068465,p5,5
1025,41,1625039202.6,1726315.0,1625039202.572959,probe,n,MW,1625039202.565909,69656,p05069656,p5,5
1026,42,1625039243.1,1766733.0,1625039243.07387,probe,y,NonMW,1625039243.077957,70874,p05070874,p5,5
1027,43,1625039282.6,1806433.0,1625039282.566886,probe,n,MW,1625039282.582159,72062,p05072062,p5,5
1028,44,1625039322.9,1846750.0,1625039322.907075,probe,n,MW,1625039322.854086,73273,p05073273,p5,5
1029,45,1625039362.8,1886416.0,1625039362.752781,probe,n,MW,1625039362.758023,74473,p05074473,p5,5
1030,46,1625039442.7,1966430.0,1625039442.707061,probe,n,MW,1625039442.677948,76876,p05076876,p5,5
1031,47,1625039482.7,2006434.0,1625039482.674842,probe,n,MW,1625039482.679539,78079,p05078079,p5,5
1032,48,1625039522.7,2046381.0,1625039522.681321,probe,n,MW,1625039522.66223,79281,p05079281,p5,5
1033,49,1625039563.1,2086992.0,1625039563.132107,probe,n,MW,1625039563.061661,80496,p05080496,p5,5
1034,50,1625039602.1,2125797.0,1625039602.142234,probe,y,NonMW,1625039602.070129,81669,p05081669,p5,5
1035,51,1625039642.7,2166563.0,1625039642.693868,probe,n,MW,1625039642.67846,82890,p05082890,p5,5
1036,52,1625039683.0,2206685.0,1625039683.024014,probe,y,NonMW,1625039682.950436,84101,p05084101,p5,5
1037,53,1625039722.4,2246120.0,1625039722.376652,probe,y,NonMW,1625039722.357755,85286,p05085286,p5,5
1038,54,1625039762.3,2286099.0,1625039762.313377,probe,y,NonMW,1625039762.262263,86486,p05086486,p5,5
1039,55,1625039802.4,2326134.0,1625039802.350793,probe,y,NonMW,1625039802.376308,87692,p05087692,p5,5
1040,56,1625039843.1,2366767.0,1625039843.083666,probe,n,MW,1625039843.078715,88916,p05088916,p5,5
1041,57,1625039882.3,2406152.0,1625039882.335772,probe,y,NonMW,1625039882.278253,90095,p05090095,p5,5
1042,58,1625039922.9,2446793.0,1625039922.937292,probe,n,MW,1625039922.853989,91315,p05091315,p5,5
1043,59,1625040003.2,2526964.0,1625040003.213919,probe,y,NonMW,1625040003.173629,93730,p05093730,p5,5
1044,60,1625040042.4,2566101.0,1625040042.406358,probe,y,NonMW,1625040042.374027,94909,p05094909,p5,5
1045,61,1625040082.2,2605900.0,1625040082.207245,probe,y,NonMW,1625040082.151618,96105,p05096105,p5,5
1046,62,1625040122.5,2646267.0,1625040122.526037,probe,n,MW,1625040122.454376,97317,p05097317,p5,5
1047,63,1625040162.6,2686434.0,1625040162.58387,probe,y,NonMW,1625040162.56583,98523,p05098523,p5,5
1048,64,1625040202.1,2725899.0,1625040202.128315,probe,y,NonMW,1625040202.069647,99711,p05099711,p5,5
1049,65,1625040242.3,2766196.0,1625040242.34659,probe,y,NonMW,1625040242.278272,100920,p05100920,p5,5
1050,66,1625040282.1,2805813.0,1625040282.112381,probe,y,NonMW,1625040282.053764,102116,p05102116,p5,5
1051,67,1625040322.3,2845995.0,1625040322.261157,probe,y,NonMW,1625040322.262127,103325,p05103325,p5,5
1052,68,1625040362.8,2886547.0,1625040362.771993,probe,n,MW,1625040362.758083,104543,p05104543,p5,5
1053,69,1625040402.7,2926393.0,1625040402.658402,probe,n,MW,1625040402.661394,105743,p05105743,p5,5
1054,70,1625040443.2,2966899.0,1625040443.189881,probe,y,NonMW,1625040443.173978,106961,p05106961,p5,5
1055,71,1625040482.3,3006225.0,1625040482.340755,probe,y,NonMW,1625040482.250567,108136,p05108136,p5,5
1056,72,1625040522.2,3045917.0,1625040522.187304,probe,y,NonMW,1625040522.181318,109337,p05109337,p5,5
1057,73,1625040562.2,3086089.0,1625040562.234851,probe,y,NonMW,1625040562.16584,110539,p05110539,p5,5
1058,74,1625040602.3,3126133.0,1625040602.332694,probe,y,NonMW,1625040602.261998,111745,p05111745,p5,5
1059,75,1625040642.8,3166633.0,1625040642.803013,probe,n,MW,1625040642.773776,112963,p05112963,p5,5
1060,76,1625040682.4,3206249.0,1625040682.438619,probe,y,NonMW,1625040682.37424,114154,p05114154,p5,5
1061,77,1625040722.1,3245825.0,1625040722.133108,probe,y,NonMW,1625040722.053815,115347,p05115347,p5,5
1062,78,1625040762.2,3285945.0,1625040762.233418,probe,y,NonMW,1625040762.166298,116553,p05116553,p5,5
1063,79,1625040882.2,3405901.0,1625040882.223482,probe,y,NonMW,1625040882.181658,120162,p05120162,p5,5
1064,80,1625040922.3,3446150.0,1625040922.312772,probe,y,NonMW,1625040922.262431,121367,p05121367,p5,5
1065,81,1625040962.4,3486152.0,1625040962.378883,probe,y,NonMW,1625040962.357777,122573,p05122573,p5,5
1066,82,1625041002.2,3525923.0,1625041002.184815,probe,y,NonMW,1625041002.165748,123770,p05123770,p5,5
1067,0,1627542228.2,46516.0,1627542228.239383,probe,y,NonMW,1627542228.162374,18109,p50018109,p50,2
1068,1,1627542268.5,86757.0,1627542268.501704,probe,y,NonMW,1627542268.466698,19312,p50019312,p50,2
1069,2,1627542308.5,126932.0,1627542308.510292,probe,y,NonMW,1627542308.467145,20506,p50020506,p50,2
1070,3,1627542348.6,167048.0,1627542348.614278,probe,y,NonMW,1627542348.57727,21703,p50021703,p50,2
1071,4,1627542388.4,206896.0,1627542388.429091,probe,y,NonMW,1627542388.369943,22891,p50022891,p50,2
1072,5,1627542428.9,247299.0,1627542428.867088,probe,y,NonMW,1627542428.867088,24100,p50024100,p50,2
1073,6,1627542468.5,286856.0,1627542468.470557,probe,y,NonMW,1627542468.465558,25282,p50025282,p50,2
1074,7,1627542508.5,326998.0,1627542508.517884,probe,y,NonMW,1627542508.465886,26476,p50026476,p50,2
1075,8,1627542548.5,366787.0,1627542548.450139,probe,y,NonMW,1627542548.46613,27670,p50027670,p50,2
1076,9,1627542588.5,406755.0,1627542588.455676,probe,y,NonMW,1627542588.466679,28864,p50028864,p50,2
1077,10,1627542668.6,486827.0,1627542668.566381,probe,y,NonMW,1627542668.577371,31255,p50031255,p50,2
1078,11,1627542708.6,527000.0,1627542708.570331,probe,y,NonMW,1627542708.578335,32449,p50032449,p50,2
1079,12,1627542748.3,566664.0,1627542748.349724,probe,y,NonMW,1627542748.274714,33634,p50033634,p50,2
1080,13,1627542788.5,606800.0,1627542788.492481,probe,y,NonMW,1627542788.451474,34833,p50034833,p50,2
1081,14,1627542828.4,646664.0,1627542828.427526,probe,y,NonMW,1627542828.370501,36025,p50036025,p50,2
1082,15,1627542868.5,686853.0,1627542868.45202,probe,y,NonMW,1627542868.45102,37221,p50037221,p50,2
1083,16,1627542988.7,807034.0,1627542988.692813,probe,y,NonMW,1627542988.673809,40810,p50040810,p50,2
1084,17,1627543029.2,847493.0,1627543029.171443,probe,y,NonMW,1627543029.154926,42018,p50042018,p50,2
1085,18,1627543069.0,887461.0,1627543069.033058,probe,y,NonMW,1627543068.978032,43207,p50043207,p50,2
1086,19,1627543109.0,927299.0,1627543108.962923,probe,y,NonMW,1627543108.977486,44401,p50044401,p50,2
1087,20,1627543148.8,967251.0,1627543148.783053,probe,y,NonMW,1627543148.75504,45588,p50045588,p50,2
1088,21,1627543189.1,1007457.0,1627543189.062297,probe,y,NonMW,1627543189.057296,46791,p50046791,p50,2
1089,22,1627543269.2,1087560.0,1627543269.214978,probe,y,NonMW,1627543269.153957,49182,p50049182,p50,2
1090,23,1627543349.8,1168265.0,1627543349.790669,probe,y,NonMW,1627543349.762663,51588,p50051588,p50,2
1091,24,1627543389.4,1207824.0,1627543389.4301,probe,y,NonMW,1627543389.363086,52770,p50052770,p50,2
1092,25,1627543470.3,1288712.0,1627543470.261934,probe,n,MW,1627543470.257919,55185,p50055185,p50,2
1093,26,1627543549.4,1367629.0,1627543549.365414,probe,n,MW,1627543549.362413,57546,p50057546,p50,2
1094,27,1627543589.0,1407389.0,1627543588.954331,probe,n,MW,1627543588.961333,58728,p50058728,p50,2
1095,28,1627543710.7,1528900.0,1627543710.672054,probe,y,NonMW,1627543710.674042,62361,p50062361,p50,2
1096,29,1627543749.9,1568284.0,1627543749.885786,probe,y,NonMW,1627543749.857767,63531,p50063531,p50,2
1097,30,1627543830.5,1648845.0,1627543830.492613,probe,y,NonMW,1627543830.46562,65937,p50065937,p50,2
1098,31,1627543869.6,1687900.0,1627543869.552534,probe,y,NonMW,1627543869.570053,67104,p50067104,p50,2
1099,32,1627543909.0,1727283.0,1627543908.991671,probe,y,NonMW,1627543908.962663,68280,p50068280,p50,2
1100,33,1627543949.4,1767829.0,1627543949.350447,probe,y,NonMW,1627543949.362444,69486,p50069486,p50,2
1101,34,1627543988.8,1807219.0,1627543988.820805,probe,n,MW,1627543988.754228,70662,p50070662,p50,2
1102,35,1627544029.1,1847567.0,1627544029.088238,probe,n,MW,1627544029.057228,71865,p50071865,p50,2
1103,36,1627544109.5,1927767.0,1627544109.486479,probe,n,MW,1627544109.47447,74265,p50074265,p50,2
1104,37,1627544148.7,1966993.0,1627544148.735605,probe,n,MW,1627544148.657583,75435,p50075435,p50,2
1105,38,1627544229.1,2047550.0,1627544229.098835,probe,y,NonMW,1627544229.074818,77835,p50077835,p50,2
1106,39,1627544268.8,2087248.0,1627544268.822867,probe,y,NonMW,1627544268.770079,79020,p50079020,p50,2
1107,40,1627544308.4,2126860.0,1627544308.443858,probe,y,NonMW,1627544308.370316,80202,p50080202,p50,2
1108,41,1627544348.5,2166900.0,1627544348.502789,probe,y,NonMW,1627544348.465782,81399,p50081399,p50,2
1109,42,1627544388.8,2207214.0,1627544388.77088,probe,y,NonMW,1627544388.77088,82602,p50082602,p50,2
1110,43,1627544428.7,2246900.0,1627544428.659787,probe,y,NonMW,1627544428.673791,83793,p50083793,p50,2
1111,44,1627544509.3,2327700.0,1627544509.260896,probe,y,NonMW,1627544509.265743,86199,p50086199,p50,2
1112,45,1627544589.1,2407483.0,1627544589.099825,probe,n,MW,1627544589.07471,88581,p50088581,p50,2
1113,46,1627544629.1,2447366.0,1627544629.098245,probe,n,MW,1627544629.074243,89775,p50089775,p50,2
1114,47,1627544669.0,2487500.0,1627544669.016714,probe,n,MW,1627544668.977704,90966,p50090966,p50,2
1115,48,1627544789.3,2607713.0,1627544789.250318,probe,y,NonMW,1627544789.250318,94556,p50094556,p50,2
1116,49,1627544829.3,2647547.0,1627544829.253873,probe,n,MW,1627544829.282402,95751,p50095751,p50,2
1117,50,1627544949.1,2767513.0,1627544949.125679,probe,y,NonMW,1627544949.074676,99327,p50099327,p50,2
1118,51,1627545028.7,2847053.0,1627545028.715929,probe,y,NonMW,1627545028.673922,101703,p50101703,p50,2
1119,52,1627545108.8,2927053.0,1627545108.833731,probe,y,NonMW,1627545108.785804,104094,p50104094,p50,2
1120,53,1627545148.8,2967251.0,1627545148.786475,probe,y,NonMW,1627545148.786475,105288,p50105288,p50,2
1121,54,1627545229.1,3047461.0,1627545229.13004,probe,y,NonMW,1627545229.090492,107685,p50107685,p50,2
1122,55,1627545268.6,3086885.0,1627545268.599752,probe,y,NonMW,1627545268.576712,108864,p50108864,p50,2
1123,56,1627545308.6,3126860.0,1627545308.636711,probe,y,NonMW,1627545308.577712,110058,p50110058,p50,2
1124,57,1627545348.6,3166900.0,1627545348.588123,probe,y,NonMW,1627545348.57811,111252,p50111252,p50,2
1125,58,1627545388.8,3207267.0,1627545388.817482,probe,y,NonMW,1627545388.753408,112451,p50112451,p50,2
1126,59,1627545428.9,3247152.0,1627545428.887577,probe,y,NonMW,1627545428.882576,113649,p50113649,p50,2
1127,60,1627545509.4,3327725.0,1627545509.366321,probe,n,MW,1627545509.361321,116051,p50116051,p50,2
1128,61,1627545588.4,3406680.0,1627545588.384618,probe,y,NonMW,1627545588.35361,118409,p50118409,p50,2
1129,62,1627545629.0,3447234.0,1627545628.991243,probe,y,NonMW,1627545628.961224,119621,p50119621,p50,2
1130,63,1627545668.8,3487213.0,1627545668.841683,probe,y,NonMW,1627545668.75365,120809,p50120809,p50,2
1131,64,1627545708.5,3526765.0,1627545708.46794,probe,y,NonMW,1627545708.48093,121995,p50121995,p50,2
1132,0,1625213639.4,46787.0,1625213639.376123,probe,y,NonMW,1625213639.401432,17621,p08017621,p8,1
1133,1,1625213680.2,87525.0,1625213680.166695,probe,n,MW,1625213680.200175,18803,p08018803,p8,1
1134,2,1625213719.3,126652.0,1625213719.293935,probe,y,NonMW,1625213719.252145,19937,p08019937,p8,1
1135,3,1625213759.1,166428.0,1625213759.087999,probe,y,NonMW,1625213759.051456,21090,p08021090,p8,1
1136,4,1625213799.4,206566.0,1625213799.359889,probe,y,NonMW,1625213799.368322,22278,p08022278,p8,1
1137,5,1625213839.4,246767.0,1625213839.3961,probe,n,MW,1625213839.380972,23478,p08023478,p8,1
1138,6,1625213879.2,286364.0,1625213879.158198,probe,y,NonMW,1625213879.193754,24672,p08024672,p8,1
1139,7,1625213919.3,326459.0,1625213919.272968,probe,y,NonMW,1625213919.254934,25874,p08025874,p8,1
1140,8,1625213959.6,367029.0,1625213959.61089,probe,n,MW,1625213959.573801,27084,p08027084,p8,1
1141,9,1625213999.2,406499.0,1625213999.216739,probe,y,NonMW,1625213999.173733,28272,p08028272,p8,1
1142,10,1625214039.3,446497.0,1625214039.309522,probe,y,NonMW,1625214039.254171,29474,p08029474,p8,1
1143,11,1625214079.5,486827.0,1625214079.498849,probe,n,MW,1625214079.494766,30681,p08030681,p8,1
1144,12,1625214119.2,526662.0,1625214119.239568,probe,y,NonMW,1625214119.173859,31872,p08031872,p8,1
1145,13,1625214159.2,566493.0,1625214159.15158,probe,n,MW,1625214159.175983,33072,p08033072,p8,1
1146,14,1625214199.8,607153.0,1625214199.785182,probe,y,NonMW,1625214199.765248,34290,p08034290,p8,1
1147,15,1625214239.3,646621.0,1625214239.332364,probe,y,NonMW,1625214239.270409,35475,p08035475,p8,1
1148,16,1625214279.4,686628.0,1625214279.395408,probe,n,MW,1625214279.381394,36678,p08036678,p8,1
1149,17,1625214319.4,726701.0,1625214319.41634,probe,y,NonMW,1625214319.35075,37877,p08037877,p8,1
1150,18,1625214359.5,766934.0,1625214359.541563,probe,y,NonMW,1625214359.494441,39081,p08039081,p8,1
1151,19,1625214400.0,807248.0,1625214400.000456,probe,n,MW,1625214399.974349,40296,p08040296,p8,1
1152,20,1625214439.2,846454.0,1625214439.17514,probe,y,NonMW,1625214439.17514,41472,p08041472,p8,1
1153,21,1625214479.1,886397.0,1625214479.091419,probe,y,NonMW,1625214479.098333,42669,p08042669,p8,1
1154,22,1625214519.1,926516.0,1625214519.1355,probe,y,NonMW,1625214519.094252,43869,p08043869,p8,1
1155,23,1625214559.9,967252.0,1625214559.924435,probe,n,MW,1625214559.877757,45093,p08045093,p8,1
1156,24,1625214599.3,1006661.0,1625214599.336033,probe,y,NonMW,1625214599.255017,46274,p08046274,p8,1
1157,25,1625214639.4,1046755.0,1625214639.369267,probe,n,MW,1625214639.36723,47478,p08047478,p8,1
1158,26,1625214679.7,1087056.0,1625214679.696012,probe,y,NonMW,1625214679.671015,48687,p08048687,p8,1
1159,27,1625214719.2,1126430.0,1625214719.20469,probe,y,NonMW,1625214719.17452,49872,p08049872,p8,1
1160,28,1625214759.2,1166445.0,1625214759.23727,probe,n,MW,1625214759.158266,51071,p08051071,p8,1
1161,29,1625214800.7,1208033.0,1625214800.665537,probe,y,NonMW,1625214800.678556,52317,p08052317,p8,1
1162,30,1625214839.3,1246568.0,1625214839.279238,probe,y,NonMW,1625214839.270203,53475,p08053475,p8,1
1163,31,1625214879.4,1286633.0,1625214879.387639,probe,y,NonMW,1625214879.352152,54677,p08054677,p8,1
1164,32,1625214919.6,1326967.0,1625214919.629707,probe,n,MW,1625214919.559319,55883,p08055883,p8,1
1165,33,1625214959.8,1367022.0,1625214959.833971,probe,n,MW,1625214959.767716,57090,p08057090,p8,1
1166,34,1625214999.6,1406932.0,1625214999.576106,probe,y,NonMW,1625214999.574111,58284,p08058284,p8,1
1167,35,1625215039.4,1446766.0,1625215039.437336,probe,y,NonMW,1625215039.381506,59478,p08059478,p8,1
1168,36,1625215079.6,1486768.0,1625215079.577032,probe,y,NonMW,1625215079.558057,60683,p08060683,p8,1
1169,37,1625215119.4,1526627.0,1625215119.402815,probe,y,NonMW,1625215119.366272,61878,p08061878,p8,1
1170,38,1625215159.3,1566721.0,1625215159.299336,probe,y,NonMW,1625215159.253761,63074,p08063074,p8,1
1171,39,1625215199.4,1606756.0,1625215199.367255,probe,y,NonMW,1625215199.35076,64277,p08064277,p8,1
1172,40,1625215239.4,1646718.0,1625215239.389288,probe,y,NonMW,1625215239.36815,65478,p08065478,p8,1
1173,41,1625215279.3,1686625.0,1625215279.284913,probe,y,NonMW,1625215279.271455,66675,p08066675,p8,1
1174,42,1625215319.3,1726616.0,1625215319.270345,probe,n,MW,1625215319.254513,67874,p08067874,p8,1
1175,43,1625215359.7,1766888.0,1625215359.694593,probe,n,MW,1625215359.672302,69087,p08069087,p8,1
1176,44,1625215399.2,1806433.0,1625215399.243325,probe,y,NonMW,1625215399.174163,70272,p08070272,p8,1
1177,45,1625215440.0,1847356.0,1625215440.047147,probe,n,MW,1625215439.958105,71495,p08071495,p8,1
1178,46,1625215479.6,1886924.0,1625215479.578605,probe,y,NonMW,1625215479.558758,72683,p08072683,p8,1
1179,47,1625215519.5,1926900.0,1625215519.478742,probe,n,MW,1625215519.496793,73881,p08073881,p8,1
1180,48,1625215559.4,1966699.0,1625215559.436375,probe,y,NonMW,1625215559.385499,75078,p08075078,p8,1
1181,49,1625215599.8,2007213.0,1625215599.831424,probe,n,MW,1625215599.750093,76289,p08076289,p8,1
1182,50,1625215639.5,2046701.0,1625215639.525929,probe,y,NonMW,1625215639.494889,77481,p08077481,p8,1
1183,51,1625215679.9,2087248.0,1625215679.880642,probe,y,NonMW,1625215679.877683,78693,p08078693,p8,1
1184,52,1625215719.1,2126367.0,1625215719.137414,probe,y,NonMW,1625215719.077996,79869,p08079869,p8,1
1185,53,1625215759.4,2166819.0,1625215759.42236,probe,y,NonMW,1625215759.350166,81077,p08081077,p8,1
1186,54,1625215799.7,2207064.0,1625215799.713573,probe,y,NonMW,1625215799.670933,82287,p08082287,p8,1
1187,55,1625215839.4,2246628.0,1625215839.356071,probe,y,NonMW,1625215839.370118,83478,p08083478,p8,1
1188,56,1625215879.3,2286525.0,1625215879.28575,probe,n,MW,1625215879.253937,84674,p08084674,p8,1
1189,57,1625215919.2,2326387.0,1625215919.199782,probe,y,NonMW,1625215919.160602,85871,p08085871,p8,1
1190,58,1625215959.3,2366561.0,1625215959.280362,probe,y,NonMW,1625215959.271045,87075,p08087075,p8,1
1191,59,1625215999.6,2406957.0,1625215999.604004,probe,y,NonMW,1625215999.574239,88284,p08088284,p8,1
1192,60,1625216039.2,2446534.0,1625216039.22177,probe,y,NonMW,1625216039.159544,89471,p08089471,p8,1
1193,61,1625216079.3,2486452.0,1625216079.279892,probe,y,NonMW,1625216079.254811,90674,p08090674,p8,1
1194,62,1625216119.3,2526549.0,1625216119.275081,probe,y,NonMW,1625216119.270067,91875,p08091875,p8,1
1195,63,1625216159.6,2566796.0,1625216159.613042,probe,y,NonMW,1625216159.574471,93084,p08093084,p8,1
1196,64,1625216199.2,2606427.0,1625216199.222986,probe,n,MW,1625216199.159145,94270,p08094270,p8,1
1197,65,1625216239.2,2646525.0,1625216239.185374,probe,n,MW,1625216239.157678,95470,p08095470,p8,1
1198,66,1625216279.9,2687222.0,1625216279.924489,probe,y,NonMW,1625216279.877829,96692,p08096692,p8,1
1199,67,1625216319.4,2726692.0,1625216319.432299,probe,y,NonMW,1625216319.350117,97876,p08097876,p8,1
1200,68,1625216359.4,2766629.0,1625216359.39833,probe,y,NonMW,1625216359.36805,99077,p08099077,p8,1
1201,69,1625216399.3,2806579.0,1625216399.294066,probe,y,NonMW,1625216399.269982,100274,p08100274,p8,1
1202,70,1625216439.4,2846756.0,1625216439.385033,probe,y,NonMW,1625216439.350006,101476,p08101476,p8,1
1203,71,1625216479.6,2886846.0,1625216479.578527,probe,y,NonMW,1625216479.558834,102682,p08102682,p8,1
1204,72,1625216519.5,2926861.0,1625216519.51462,probe,n,MW,1625216519.494592,103880,p08103880,p8,1
1205,73,1625216559.2,2966367.0,1625216559.158738,probe,y,NonMW,1625216559.176004,105071,p08105071,p8,1
1206,74,1625216599.2,3006433.0,1625216599.197387,probe,y,NonMW,1625216599.174464,106271,p08106271,p8,1
1207,75,1625216639.6,3046934.0,1625216639.561961,probe,n,MW,1625216639.561961,107482,p08107482,p8,1
1208,76,1625216679.1,3086366.0,1625216679.137203,probe,y,NonMW,1625216679.094697,108668,p08108668,p8,1
1209,77,1625216719.4,3126584.0,1625216719.371613,probe,n,MW,1625216719.382072,109877,p08109877,p8,1
1210,78,1625216759.3,3166697.0,1625216759.336023,probe,n,MW,1625216759.254014,111073,p08111073,p8,1
1211,79,1625216799.5,3206696.0,1625216799.502808,probe,y,NonMW,1625216799.494835,112280,p08112280,p8,1
1212,80,1625216839.4,3246701.0,1625216839.44029,probe,n,MW,1625216839.366821,113477,p08113477,p8,1
1213,81,1625216879.3,3286459.0,1625216879.261962,probe,y,NonMW,1625216879.286309,114674,p08114674,p8,1
1214,82,1625216919.3,3326764.0,1625216919.3362,probe,y,NonMW,1625216919.255058,115873,p08115873,p8,1
1215,83,1625216959.2,3366425.0,1625216959.199112,probe,y,NonMW,1625216959.159572,117070,p08117070,p8,1
1216,84,1625217000.3,3407457.0,1625217000.27345,probe,y,NonMW,1625217000.279592,118304,p08118304,p8,1
1217,85,1625217039.1,3446401.0,1625217039.050074,probe,y,NonMW,1625217039.079632,119468,p08119468,p8,1
1218,86,1625217078.9,3486153.0,1625217078.947651,probe,y,NonMW,1625217078.853661,120661,p08120661,p8,1
1219,87,1625217119.1,3526505.0,1625217119.096763,probe,y,NonMW,1625217119.097833,121868,p08121868,p8,1
